,Annotation,Total,Confidence
group00361,GMP synthase glutamine-hydrolyzing (EC 6.3.5.2),22,0.9545454545454546
group00362,Holliday junction DNA helicase RuvB,26,1.0
group00363,Phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57),29,0.9310344827586207
group00364,Excinuclease ABC subunit C,28,1.0
group00365,tRNA-specific 2-thiouridylase MnmA,26,0.9615384615384616
group00366,Helicase PriA essential for oriC/DnaA-independent DNA replication,30,0.8
group00367,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),25,1.0
group00368,Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18),26,0.5769230769230769
group00369,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92),27,1.0
group00370,None Provided,30,0.6
group00371,LSU ribosomal protein L19p,24,1.0
group00372,Methionyl-tRNA synthetase (EC 6.1.1.10),27,1.0
group00373,Dihydroxy-acid dehydratase (EC 4.2.1.9),31,1.0
group00374,hypothetical protein,28,0.5357142857142857
group00375,Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),27,1.0
group00376,Methionyl-tRNA formyltransferase (EC 2.1.2.9),30,1.0
group00377,tRNA (adenine(58)-N(1))-methyltransferase (EC 2.1.1.220),31,1.0
group00378,NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3),28,1.0
group00379,SSU ribosomal protein S1p,29,1.0
group00380,ATP synthase gamma chain (EC 3.6.3.14),26,1.0
group00381,Protein-export membrane protein SecF (TC 3.A.5.1.1),27,1.0
group00382,hypothetical protein,29,0.3793103448275862
group00383,Glycosyltransferase MshA involved in mycothiol biosynthesis (EC 2.4.1.-),24,1.0
group00384,DNA polymerase III alpha subunit (EC 2.7.7.7),25,1.0
group00385,"1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)",30,1.0
group00386,Pyruvate kinase (EC 2.7.1.40),27,1.0
group00387,NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3),24,1.0
group00388,ATP synthase delta chain (EC 3.6.3.14),27,0.5555555555555556
group00389,tRNA pseudouridine synthase B (EC 4.2.1.70),23,1.0
group00390,DNA recombination protein RmuC,30,0.9666666666666667
group00391,"Serine/threonine protein kinase PrkC, regulator of stationary phase",39,0.9230769230769231
group00392,Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2),21,1.0
group00393,Ornithine carbamoyltransferase (EC 2.1.3.3),31,1.0
group00394,Holliday junction DNA helicase RuvA,25,1.0
group00395,Dipeptide transport system permease protein DppB (TC 3.A.1.5.2),19,0.6842105263157895
group00396,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),27,0.9629629629629629
group00397,GTP-binding protein TypA/BipA,25,1.0
group00398,Cell division protein MraZ,27,1.0
group00399,Cell division trigger factor (EC 5.2.1.8),25,1.0
group00400,23S rRNA (guanosine(2251)-2-O)-methyltransferase (EC 2.1.1.185),26,0.6923076923076923
group00401,None Provided,26,0.9230769230769231
group00402,Amino acid permease,31,0.5806451612903226
group00403,ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),26,1.0
group00404,LSU ribosomal protein L20p,27,1.0
group00405,Cytochrome oxidase assembly protein,28,1.0
group00406,Cytochrome c oxidase polypeptide III (EC 1.9.3.1),24,1.0
group00407,Membrane-associated zinc metalloprotease,26,0.8846153846153846
group00408,ATP synthase alpha chain (EC 3.6.3.14),26,1.0
group00409,LSU ribosomal protein L9p,24,1.0
group00410,Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-),31,1.0
group00411,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92),24,1.0
group00412,Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5),31,1.0
group00413,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),28,1.0
group00414,Phosphoglycerate kinase (EC 2.7.2.3),28,1.0
group00415,"transcriptional regulator, MerR family",27,0.8148148148148148
group00416,"Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)",23,1.0
group00417,DNA topoisomerase I (EC 5.99.1.2),26,1.0
group00418,DNA polymerase III delta prime subunit (EC 2.7.7.7),27,1.0
group00419,Threonine synthase (EC 4.2.3.1),29,1.0
group00420,Naphthoate synthase (EC 4.1.3.36),29,1.0
group00421,Cytochrome c oxidase polypeptide II (EC 1.9.3.1),27,0.9629629629629629
group00422,NAD kinase (EC 2.7.1.23),24,1.0
group00423,GTP-binding protein EngA,25,1.0
group00424,Acyl carrier protein,15,0.9333333333333333
group00425,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4),25,1.0
group00426,Ribosome-binding factor A,23,1.0
group00427,Chaperone protein DnaK,26,1.0
group00428,"N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2",27,1.0
group00429,Exopolyphosphatase (EC 3.6.1.11),30,1.0
group00430,Argininosuccinate synthase (EC 6.3.4.5),30,1.0
group00431,Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2),24,1.0
group00432,Cysteine synthase (EC 2.5.1.47),27,0.7037037037037037
group00433,Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase,16,0.3125
group00434,D-xylose transport ATP-binding protein XylG,39,0.46153846153846156
group00435,Succinate-semialdehyde dehydrogenase NAD(P)+ (EC 1.2.1.16),27,1.0
group00436,SSU ribosomal protein S15p (S13e),24,1.0
group00437,(R)-citramalate synthase (EC 2.3.1.182),33,1.0
group00438,Carbonic anhydrase (EC 4.2.1.1),28,0.9642857142857143
group00439,response regulator,27,0.7037037037037037
group00440,Recombination protein RecR,24,1.0
group00441,None Provided,30,0.8
group00442,rRNA small subunit methyltransferase I,27,0.9629629629629629
group00443,ATP synthase epsilon chain (EC 3.6.3.14),27,1.0
group00444,"Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)",32,0.96875
group00445,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),27,1.0
group00446,Site-specific tyrosine recombinase XerD,24,1.0
group00447,Segregation and condensation protein B,24,1.0
group00448,NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3),24,1.0
group00449,NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3),24,1.0
group00450,Acetolactate synthase small subunit (EC 2.2.1.6),28,1.0
group00451,Potassium channel beta chain,26,0.8461538461538461
group00452,Rod shape-determining protein MreC,28,1.0
group00453,Putrescine transport system permease protein PotH (TC 3.A.1.11.2),24,1.0
group00454,DNA polymerase IV (EC 2.7.7.7),25,1.0
group00455,Isocitrate dehydrogenase NADP (EC 1.1.1.42),33,1.0
group00456,Trk system potassium uptake protein TrkA,37,1.0
group00457,Phosphoglucosamine mutase (EC 5.4.2.10),23,1.0
group00458,FIG021292: hypothetical protein,26,0.9615384615384616
group00459,N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),27,1.0
group00460,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),24,1.0
group00461,Translation initiation factor 3,26,1.0
group00462,RNA-binding protein Jag,25,1.0
group00463,DNA polymerase III beta subunit (EC 2.7.7.7),26,1.0
group00464,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),22,1.0
group00465,Segregation and condensation protein A,23,1.0
group00466,Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70),23,1.0
group00467,"Mg/Co/Ni transporter MgtE, CBS domain-containing",23,0.391304347826087
group00468,Histidinol dehydrogenase (EC 1.1.1.23),24,1.0
group00469,Heat shock protein GrpE,24,1.0
group00470,Histidinol-phosphate aminotransferase (EC 2.6.1.9),22,1.0
group00471,Putrescine transport system permease protein PotI (TC 3.A.1.11.2),24,1.0
group00472,DinG family ATP-dependent helicase YoaA,25,1.0
group00473,hypothetical protein,24,0.4583333333333333
group00474,Enoyl-CoA hydratase (EC 4.2.1.17),25,1.0
group00475,Phosphoserine phosphatase (EC 3.1.3.3),31,1.0
group00476,Trk system potassium uptake protein TrkA,35,0.9714285714285714
group00477,Transcription termination protein NusA,22,1.0
group00478,"Signal transduction histidine kinase, subgroup 2",27,0.8888888888888888
group00479,PLP-dependent aminotransferase NCgl2355 (class III),27,1.0
group00480,"Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2",26,0.9615384615384616
group00481,Anthranilate phosphoribosyltransferase (EC 2.4.2.18),22,1.0
group00482,HIT family protein,23,0.43478260869565216
group00483,Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4),26,1.0
group00484,"Ferredoxin, 2Fe-2S",27,0.9629629629629629
group00485,FIG01123415: hypothetical protein,29,0.896551724137931
group00486,GTP-binding and nucleic acid-binding protein YchF,27,1.0
group00487,Ribokinase (EC 2.7.1.15),18,0.3888888888888889
group00488,FIG000506: Predicted P-loop-containing kinase,27,0.8888888888888888
group00489,"HspR, transcriptional repressor of DnaK operon",23,1.0
group00490,Orotate phosphoribosyltransferase (EC 2.4.2.10),24,1.0
group00491,Dephospho-CoA kinase (EC 2.7.1.24),26,0.9615384615384616
group00492,LSU ribosomal protein L35p,25,1.0
group00493,None Provided,25,0.72
group00494,"Inner membrane protein translocase component YidC, long form",24,1.0
group00495,Heat shock protein 60 family co-chaperone GroES,24,1.0
group00496,Alkaline phosphodiesterase I (EC 3.1.4.1) / Nucleotide pyrophosphatase (EC 3.6.1.9),28,0.9642857142857143
group00497,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),22,1.0
group00498,None Provided,26,0.6153846153846154
group00499,Iron-sulfur cluster assembly protein SufB,26,1.0
group00500,"Transcriptional regulator, FUR family",20,0.95
group00501,Adenylosuccinate lyase (EC 4.3.2.2),22,1.0
group00502,"Biotin--protein ligase (EC 6.3.4.9, EC 6.3.4.10, EC 6.3.4.11, EC 6.3.4.15)",20,0.4
group00503,3-to-5 oligoribonuclease (orn),26,1.0
group00504,Pyridoxamine 5-phosphate oxidase (EC 1.4.3.5),25,1.0
group00505,Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress,22,1.0
group00506,ATP synthase F0 sector subunit c (EC 3.6.3.14),28,1.0
group00507,ATP synthase F0 sector subunit b (EC 3.6.3.14),28,1.0
group00508,Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1),16,0.9375
group00509,L-aspartate oxidase (EC 1.4.3.16),31,0.9354838709677419
group00510,Permease of the drug/metabolite transporter (DMT) superfamily,27,1.0
group00511,Aspartate aminotransferase (AspB-4) (EC 2.6.1.1),32,1.0
group00512,Phosphoglycerate mutase (EC 5.4.2.11),26,1.0
group00513,Gamma-glutamyl phosphate reductase (EC 1.2.1.41),22,1.0
group00514,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,28,1.0
group00515,putative cytochrome P450 hydroxylase,6,1.0
group00516,Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1),25,1.0
group00517,Chromosomal replication initiator protein DnaA,24,1.0
group00518,hypothetical protein,22,0.5
group00519,Argininosuccinate lyase (EC 4.3.2.1),26,1.0
group00520,DNA recombination and repair protein RecF,26,1.0
group00521,ATP-dependent Clp protease adaptor protein ClpS,27,1.0
group00522,"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-dependent",21,1.0
group00523,SSU ribosomal protein S9p (S16e),22,1.0
group00524,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),30,1.0
group00525,Septum formation protein Maf,28,1.0
group00526,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),29,1.0
group00527,"transcriptional regulator, MerR family",25,1.0
group00528,Thymidylate kinase (EC 2.7.4.9),27,0.9629629629629629
group00529,sensor histidine kinase,24,0.7083333333333334
group00530,RNA binding methyltransferase FtsJ like,23,1.0
group00531,Multidrug resistance protein ErmB,24,0.625
group00532,Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),23,1.0
group00533,Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-),23,1.0
group00534,Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-),22,0.9545454545454546
group00535,Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19),22,0.8181818181818182
group00536,None Provided,35,0.6285714285714286
group00537,None Provided,35,0.3142857142857143
group00538,Arsenate reductase (EC 1.20.4.1),24,1.0
group00539,Alpha-glucosidase (EC 3.2.1.20),37,1.0
group00540,"Nucleoside ABC transporter, permease protein 2",28,0.6071428571428571
group00541,"Nucleoside ABC transporter, permease protein 1",30,0.43333333333333335
group00542,"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)",34,1.0
group00543,SOS-response repressor and protease LexA (EC 3.4.21.88),22,1.0
group00544,hypothetical protein,25,0.52
group00545,Lauroyl/myristoyl acyltransferase involved in lipid A biosynthesis (Lauroyl/myristoyl acyltransferase),26,0.8846153846153846
group00546,Homoserine O-acetyltransferase (EC 2.3.1.31),25,1.0
group00547,Iron-sulfur cluster assembly protein SufD,25,1.0
group00548,"Transcriptional regulator, IclR family",35,1.0
group00549,"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",26,0.5384615384615384
group00550,NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2),30,1.0
group00551,NAD(P) transhydrogenase subunit beta (EC 1.6.1.2),30,1.0
group00552,CarD-like transcriptional regulator,25,0.96
group00553,ATP phosphoribosyltransferase (EC 2.4.2.17),25,1.0
group00554,2-isopropylmalate synthase (EC 2.3.3.13),24,1.0
group00555,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),26,1.0
group00556,FIG01121484: hypothetical protein,26,0.9230769230769231
group00557,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),21,1.0
group00558,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),19,1.0
group00559,None Provided,22,0.9090909090909091
group00560,tRNA-specific adenosine-34 deaminase (EC 3.5.4.-),23,1.0
group00561,GTP cyclohydrolase I (EC 3.5.4.16) type 1,29,1.0
group00562,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),30,1.0
group00563,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",26,1.0
group00564,N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38),25,1.0
group00565,Acetylglutamate kinase (EC 2.7.2.8),25,1.0
group00566,None Provided,27,0.6666666666666666
group00567,Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase,24,1.0
group00568,ABC transporter ATP-binding protein,24,0.875
group00569,Phosphoserine aminotransferase (EC 2.6.1.52),28,1.0
group00570,Quinolinate phosphoribosyltransferase decarboxylating (EC 2.4.2.19),31,1.0
group00571,hypothetical protein,37,0.4864864864864865
group00572,WhiB-like transcription regulator,25,1.0
group00573,Deoxycytidine triphosphate deaminase (EC 3.5.4.13),24,0.9166666666666666
group00574,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),28,1.0
group00575,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",28,1.0
group00576,Lon-like protease with PDZ domain,19,0.7894736842105263
group00577,None Provided,23,0.9565217391304348
group00578,Hemolysins and related proteins containing CBS domains,30,1.0
group00579,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)",27,1.0
group00580,LSU ribosomal protein L13p (L13Ae),21,1.0
group00581,Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21),30,0.8666666666666667
group00582,Cysteinyl-tRNA synthetase (EC 6.1.1.16),24,1.0
group00583,tRNA dihydrouridine synthase B (EC 1.-.-.-),25,0.96
group00584,Tyrosyl-tRNA synthetase (EC 6.1.1.1),25,1.0
group00585,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5),24,1.0
group00586,probable iron binding protein from the HesB_IscA_SufA family,24,1.0
group00587,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",18,1.0
group00588,Arogenate dehydrogenase (EC 1.3.1.43),23,0.9565217391304348
group00589,Endonuclease IV (EC 3.1.21.2),36,1.0
group00590,Copper resistance protein D,28,0.9642857142857143
group00591,FIG01121218: hypothetical protein,35,1.0
group00592,None Provided,27,0.4444444444444444
group00593,Ribonucleotide reductase transcriptional regulator NrdR,21,1.0
group00594,SSU ribosomal protein S11p (S14e),20,1.0
group00595,SSU ribosomal protein S13p (S18e),23,1.0
group00596,Ribonuclease PH (EC 2.7.7.56),26,1.0
group00597,None Provided,24,0.5
group00598,"Rhodanese domain protein UPF0176, Actinobacterial subgroup",26,1.0
group00599,Glucose-6-phosphate isomerase (EC 5.3.1.9),32,0.90625
group00600,Glycine cleavage system H protein,24,1.0
group00601,Thiamine-monophosphate kinase (EC 2.7.4.16),32,0.96875
group00602,Endonuclease III (EC 4.2.99.18),27,1.0
group00603,"ABC-type multidrug transport system, permease component",23,0.9130434782608695
group00604,None Provided,21,0.42857142857142855
group00605,hypothetical protein,22,0.4090909090909091
group00606,Enoyl-acyl-carrier-protein reductase NADH (EC 1.3.1.9),18,1.0
group00607,"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type",26,1.0
group00608,"NADH:flavin oxidoreductases, Old Yellow Enzyme family",21,0.3333333333333333
group00609,DNA-binding response regulator mtrA,24,0.3333333333333333
group00610,DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),19,1.0
group00611,Preprotein translocase secY subunit (TC 3.A.5.1.1),21,1.0
group00612,"Inosine-5-monophosphate dehydrogenase, catalytic domain (EC 1.1.1.205)",25,1.0
group00613,"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent",24,1.0
group00614,Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28),25,0.64
group00615,Adenosine deaminase (EC 3.5.4.4),31,1.0
group00616,Translation initiation factor 1,22,1.0
group00617,NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2),30,1.0
group00618,LSU ribosomal protein L17p,20,1.0
group00619,tRNA pseudouridine synthase A (EC 4.2.1.70),19,1.0
group00620,Cytochrome c-type biogenesis protein CcdA (DsbD analog),30,1.0
group00621,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5),25,0.96
group00622,LSU ribosomal protein L34p,23,1.0
group00623,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,27,1.0
group00624,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3),28,0.9285714285714286
group00625,Dihydroneopterin aldolase (EC 4.1.2.25),28,0.7142857142857143
group00626,None Provided,17,0.47058823529411764
group00627,None Provided,34,0.7647058823529411
group00628,Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12),26,0.9615384615384616
group00629,hypothetical protein,24,0.5833333333333334
group00630,None Provided,35,0.9142857142857143
group00631,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),18,1.0
group00632,6-phosphofructokinase (EC 2.7.1.11),29,1.0
group00633,Alanine dehydrogenase (EC 1.4.1.1),19,1.0
group00634,High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1),25,1.0
group00635,None Provided,23,0.6086956521739131
group00636,"Acetyltransferase, GNAT family",34,0.5294117647058824
group00637,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),29,1.0
